hpo_id,name,definition,synonyms,text_for_embedding
HP:0000831,Insulin-resistant diabetes mellitus,"A type of diabetes mellitus related not to lack of insulin but rather to lack of response to insulin on the part of the target tissues of insulin such as muscle, fat, and liver cells. This type of diabetes is typically associated with increases both in blood glucose concentrations as well as in fasting and postprandial serum insulin levels.","['Insulin resistant diabetes', 'Insulin resistant diabetes mellitus', 'Insulin-resistant diabetes']","Insulin-resistant diabetes mellitus. A type of diabetes mellitus related not to lack of insulin but rather to lack of response to insulin on the part of the target tissues of insulin such as muscle, fat, and liver cells. This type of diabetes is typically associated with increases both in blood glucose concentrations as well as in fasting and postprandial serum insulin levels. Insulin resistant diabetes. Insulin resistant diabetes mellitus. Insulin-resistant diabetes"
HP:0000832,Primary hypothyroidism,A type of hypothyroidism that results from a defect in the thyroid gland.,[],Primary hypothyroidism. A type of hypothyroidism that results from a defect in the thyroid gland. 
HP:0000833,obsolete Glucose intolerance,,[],obsolete Glucose intolerance.  
HP:0000834,Abnormality of the adrenal glands,"Abnormality of the adrenal glands, i.e., of the endocrine glands located at the top of the kindneys.","['Adrenal abnormalities', 'Adrenal gland disease']","Abnormality of the adrenal glands. Abnormality of the adrenal glands, i.e., of the endocrine glands located at the top of the kindneys. Adrenal abnormalities. Adrenal gland disease"
HP:0000835,Adrenal hypoplasia,Developmental hypoplasia of the adrenal glands.,"['Adrenal gland hypoplasia', 'Hypoplastic adrenal glands', 'Small adrenal glands', 'Underdeveloped adrenal glands']",Adrenal hypoplasia. Developmental hypoplasia of the adrenal glands. Adrenal gland hypoplasia. Hypoplastic adrenal glands. Small adrenal glands. Underdeveloped adrenal glands
HP:0000836,Hyperthyroidism,"An abnormality of thyroid physiology characterized by excessive secretion of the thyroid hormones thyroxine (i.e., T4) and/or 3,3',5-triiodo-L-thyronine zwitterion (i.e., triiodothyronine or T3).",['Overactive thyroid'],"Hyperthyroidism. An abnormality of thyroid physiology characterized by excessive secretion of the thyroid hormones thyroxine (i.e., T4) and/or 3,3',5-triiodo-L-thyronine zwitterion (i.e., triiodothyronine or T3). Overactive thyroid"
HP:0000837,Increased circulating gonadotropin level,"Overproduction of gonadotropins (FSH, LH) by the anterior pituitary gland.","['Elevated gonadotropins', 'Elevated serum gonadotropins', 'Gonadotropin excess', 'Increased circulating gonadotropin level']","Increased circulating gonadotropin level. Overproduction of gonadotropins (FSH, LH) by the anterior pituitary gland. Elevated gonadotropins. Elevated serum gonadotropins. Gonadotropin excess. Increased circulating gonadotropin level"
HP:0000839,Pituitary dwarfism,"A type of reduced stature with normal proportions related to dysfunction of the pituitary gland related to either an isolated defect in the secretion of growth hormone or to panhypopituitarism, i.e., a deficit of all the anterior pituitary hormones.",[],"Pituitary dwarfism. A type of reduced stature with normal proportions related to dysfunction of the pituitary gland related to either an isolated defect in the secretion of growth hormone or to panhypopituitarism, i.e., a deficit of all the anterior pituitary hormones. "
HP:0000840,Adrenogenital syndrome,"Adrenogenital syndrome is also known as congenital adrenal hyperplasia, which results from disorders of steroid hormone production in the adrenal glands leading to a deficiency of cortisol. The pituitary gland reacts by increased secretion of corticotropin, which in turn causes the adrenal glands to overproduce certain intermediary hormones which have testosterone-like effects.",[],"Adrenogenital syndrome. Adrenogenital syndrome is also known as congenital adrenal hyperplasia, which results from disorders of steroid hormone production in the adrenal glands leading to a deficiency of cortisol. The pituitary gland reacts by increased secretion of corticotropin, which in turn causes the adrenal glands to overproduce certain intermediary hormones which have testosterone-like effects. "
HP:0000841,Hyperactive renin-angiotensin system,"An abnormally increased activity of the renin-angiotensin system, causing hypertension by a combination of volume excess and vasoconstrictor mechanisms.",['Increased plasma renin activity'],"Hyperactive renin-angiotensin system. An abnormally increased activity of the renin-angiotensin system, causing hypertension by a combination of volume excess and vasoconstrictor mechanisms. Increased plasma renin activity"
HP:0000842,Hyperinsulinemia,An increased concentration of insulin in the blood.,['Elevated insulin level'],Hyperinsulinemia. An increased concentration of insulin in the blood. Elevated insulin level
HP:0000843,Hyperparathyroidism,Excessive production of parathyroid hormone (PTH) by the parathyroid glands.,['Elevated blood parathyroid hormone level'],Hyperparathyroidism. Excessive production of parathyroid hormone (PTH) by the parathyroid glands. Elevated blood parathyroid hormone level
HP:0000845,Elevated circulating growth hormone concentration,"Acromegaly is a condition resulting from overproduction of growth hormone by the pituitary gland in persons with closed epiphyses, and consists chiefly in the enlargement of the distal parts of the body. The circumference of the skull increases, the nose becomes broad, the tongue becomes enlarged, the facial features become coarsened, the mandible grows excessively, and the teeth become separated. The fingers and toes grow chiefly in thickness.","['Elevated circulating somatotropin concentration', 'Growth hormone excess', 'Somatotropin excess']","Elevated circulating growth hormone concentration. Acromegaly is a condition resulting from overproduction of growth hormone by the pituitary gland in persons with closed epiphyses, and consists chiefly in the enlargement of the distal parts of the body. The circumference of the skull increases, the nose becomes broad, the tongue becomes enlarged, the facial features become coarsened, the mandible grows excessively, and the teeth become separated. The fingers and toes grow chiefly in thickness. Elevated circulating somatotropin concentration. Growth hormone excess. Somatotropin excess"
HP:0000846,Adrenal insufficiency,Insufficient production of steroid hormones (primarily cortisol) by the adrenal glands.,['Hypoadrenalism'],Adrenal insufficiency. Insufficient production of steroid hormones (primarily cortisol) by the adrenal glands. Hypoadrenalism
HP:0000847,Abnormality of renin-angiotensin system,An abnormality of the renin-angiotensin system.,['Abnormality of the renin-aldosterone axis'],Abnormality of renin-angiotensin system. An abnormality of the renin-angiotensin system. Abnormality of the renin-aldosterone axis
HP:0000848,Increased circulating renin concentration,An increased level of renin in the blood.,"['Elevated blood renin level', 'Elevated plasma renin', 'Hyperreninemia', 'Increased circulating renin level', 'Increased plasma renin', 'Increased serum renin']",Increased circulating renin concentration. An increased level of renin in the blood. Elevated blood renin level. Elevated plasma renin. Hyperreninemia. Increased circulating renin level. Increased plasma renin. Increased serum renin
HP:0000849,Adrenocortical abnormality,,[],Adrenocortical abnormality.  
HP:0000851,Congenital hypothyroidism,A type of hypothyroidism with congenital onset.,"['Hypothyroidism, congenital', 'Underactive thyroid gland from birth']","Congenital hypothyroidism. A type of hypothyroidism with congenital onset. Hypothyroidism, congenital. Underactive thyroid gland from birth"
HP:0000852,Pseudohypoparathyroidism,"A condition characterized by resistance to the action of parathyroid hormone, in which there is hypocalcemia, hyperphosphatemia, and (appropriately) high levels of parathyroid hormone.",[],"Pseudohypoparathyroidism. A condition characterized by resistance to the action of parathyroid hormone, in which there is hypocalcemia, hyperphosphatemia, and (appropriately) high levels of parathyroid hormone. "
